,AUV_x_pixels,AUV_y_pixels,AUV_x_real,AUV_y_real
1811,959,479,9.59,1.437
1812,959,478,9.59,1.434
1813,959,478,9.59,1.434
1814,959,478,9.59,1.434
1815,961,477,9.61,1.431
1816,961,477,9.61,1.431
1817,960,476,9.6,1.428
1818,959,476,9.59,1.428
1819,959,476,9.59,1.428
1820,960,475,9.6,1.425
1821,960,475,9.6,1.425
1822,961,474,9.61,1.422
1823,961,474,9.61,1.422
1824,960,473,9.6,1.419
1825,959,473,9.59,1.419
1826,960,473,9.6,1.419
1827,959,472,9.59,1.416
1828,959,472,9.59,1.416
1829,961,471,9.61,1.413
1830,960,471,9.6,1.413
1831,961,470,9.61,1.41
1832,961,470,9.61,1.41
1833,959,470,9.59,1.41
1834,959,469,9.59,1.407
1835,959,469,9.59,1.407
1836,959,469,9.59,1.407
1837,960,468,9.6,1.4040000000000001
1838,960,468,9.6,1.4040000000000001
1839,960,468,9.6,1.4040000000000001
1840,960,467,9.6,1.401
1841,960,467,9.6,1.401
1842,959,467,9.59,1.401
1843,961,467,9.61,1.401
1844,959,466,9.59,1.3980000000000001
1845,960,465,9.6,1.395
1846,959,465,9.59,1.395
1847,960,465,9.6,1.395
1848,961,464,9.61,1.3920000000000001
1849,959,463,9.59,1.389
1850,961,463,9.61,1.389
1851,960,463,9.6,1.389
1852,961,462,9.61,1.3860000000000001
1853,961,461,9.61,1.383
1854,959,461,9.59,1.383
1855,961,461,9.61,1.383
1856,960,460,9.6,1.3800000000000001
1857,960,460,9.6,1.3800000000000001
1858,962,458,9.620000000000001,1.374
1859,961,458,9.61,1.374
1860,960,458,9.6,1.374
1861,960,457,9.6,1.371
1862,960,457,9.6,1.371
1863,962,456,9.620000000000001,1.368
1864,960,456,9.6,1.368
1865,961,456,9.61,1.368
1866,960,455,9.6,1.365
1867,961,455,9.61,1.365
1868,961,454,9.61,1.362
1869,961,454,9.61,1.362
1870,961,453,9.61,1.359
1871,960,453,9.6,1.359
1872,960,452,9.6,1.356
1873,960,452,9.6,1.356
1874,961,451,9.61,1.353
1875,961,451,9.61,1.353
1876,960,450,9.6,1.35
1877,961,450,9.61,1.35
1878,960,449,9.6,1.347
1879,961,449,9.61,1.347
1880,960,448,9.6,1.344
1881,961,448,9.61,1.344
1882,961,447,9.61,1.341
1883,962,446,9.620000000000001,1.338
1884,962,446,9.620000000000001,1.338
1885,962,446,9.620000000000001,1.338
1886,963,445,9.63,1.335
1887,963,445,9.63,1.335
1888,963,444,9.63,1.332
1889,963,444,9.63,1.332
1890,964,443,9.64,1.329
1891,963,443,9.63,1.329
1892,964,443,9.64,1.329
1893,964,442,9.64,1.326
1894,964,442,9.64,1.326
1895,965,441,9.65,1.323
1896,965,441,9.65,1.323
1897,966,440,9.66,1.32
1898,966,440,9.66,1.32
1899,965,440,9.65,1.32
1900,965,439,9.65,1.317
1901,965,439,9.65,1.317
1902,967,438,9.67,1.314
1903,966,438,9.66,1.314
1904,966,438,9.66,1.314
1905,967,437,9.67,1.311
1906,968,437,9.68,1.311
1907,968,437,9.68,1.311
1908,968,436,9.68,1.308
1909,969,436,9.69,1.308
1910,968,435,9.68,1.305
1911,969,435,9.69,1.305
1912,970,434,9.700000000000001,1.302
1913,969,434,9.69,1.302
1914,971,433,9.71,1.299
1915,971,433,9.71,1.299
1916,969,432,9.69,1.296
1917,969,432,9.69,1.296
1918,971,432,9.71,1.296
1919,971,432,9.71,1.296
1920,971,431,9.71,1.293
1921,971,431,9.71,1.293
1922,971,430,9.71,1.29
1923,972,430,9.72,1.29
1924,972,430,9.72,1.29
1925,972,430,9.72,1.29
1926,972,429,9.72,1.287
1927,973,429,9.73,1.287
1928,972,428,9.72,1.284
1929,974,428,9.74,1.284
1930,975,428,9.75,1.284
1931,974,428,9.74,1.284
1932,975,427,9.75,1.281
1933,975,427,9.75,1.281
1934,975,427,9.75,1.281
1935,976,427,9.76,1.281
1936,976,427,9.76,1.281
1937,976,426,9.76,1.278
1938,977,426,9.77,1.278
1939,977,426,9.77,1.278
1940,975,426,9.75,1.278
1941,977,426,9.77,1.278
1942,978,426,9.78,1.278
1943,978,426,9.78,1.278
1944,978,426,9.78,1.278
1945,978,426,9.78,1.278
1946,978,426,9.78,1.278
1947,979,426,9.790000000000001,1.278
1948,979,426,9.790000000000001,1.278
1949,979,426,9.790000000000001,1.278
1950,980,425,9.8,1.2750000000000001
1951,980,425,9.8,1.2750000000000001
1952,981,425,9.81,1.2750000000000001
1953,981,426,9.81,1.278
1954,982,425,9.82,1.2750000000000001
1955,982,425,9.82,1.2750000000000001
1956,983,425,9.83,1.2750000000000001
1957,983,425,9.83,1.2750000000000001
1958,984,425,9.84,1.2750000000000001
1959,984,425,9.84,1.2750000000000001
1960,985,425,9.85,1.2750000000000001
1961,985,425,9.85,1.2750000000000001
1962,986,425,9.86,1.2750000000000001
1963,986,425,9.86,1.2750000000000001
1964,987,425,9.870000000000001,1.2750000000000001
1965,987,425,9.870000000000001,1.2750000000000001
1966,988,425,9.88,1.2750000000000001
1967,988,425,9.88,1.2750000000000001
1968,989,425,9.89,1.2750000000000001
1969,989,425,9.89,1.2750000000000001
1970,990,425,9.9,1.2750000000000001
1971,990,425,9.9,1.2750000000000001
1972,991,425,9.91,1.2750000000000001
1973,991,425,9.91,1.2750000000000001
1974,992,425,9.92,1.2750000000000001
1975,992,425,9.92,1.2750000000000001
1976,993,425,9.93,1.2750000000000001
1977,993,424,9.93,1.272
1978,994,424,9.94,1.272
1979,995,424,9.950000000000001,1.272
1980,994,424,9.94,1.272
1981,996,424,9.96,1.272
1982,997,424,9.97,1.272
1983,997,424,9.97,1.272
1984,998,424,9.98,1.272
1985,997,424,9.97,1.272
1986,999,424,9.99,1.272
1987,999,424,9.99,1.272
1988,1001,424,10.01,1.272
1989,1001,424,10.01,1.272
1990,1002,423,10.02,1.2690000000000001
1991,1002,424,10.02,1.272
1992,1004,423,10.040000000000001,1.2690000000000001
1993,1005,423,10.05,1.2690000000000001
1994,1005,423,10.05,1.2690000000000001
1995,1006,423,10.06,1.2690000000000001
1996,1007,423,10.07,1.2690000000000001
1997,1008,422,10.08,1.266
1998,1009,422,10.09,1.266
1999,1010,422,10.1,1.266
2000,1012,422,10.120000000000001,1.266
2001,1012,422,10.120000000000001,1.266
2002,1013,422,10.13,1.266
2003,1014,422,10.14,1.266
2004,1016,421,10.16,1.2630000000000001
2005,1017,422,10.17,1.266
2006,1018,421,10.18,1.2630000000000001
2007,1019,422,10.19,1.266
2008,1021,422,10.21,1.266
2009,1022,422,10.22,1.266
2010,1024,422,10.24,1.266
2011,1025,422,10.25,1.266
2012,1027,422,10.27,1.266
2013,1028,422,10.28,1.266
2014,1030,422,10.3,1.266
2015,1032,422,10.32,1.266
2016,1034,423,10.34,1.2690000000000001
2017,1036,423,10.36,1.2690000000000001
2018,1038,423,10.38,1.2690000000000001
